"Data","macro","total_cases","media_movel"
2021-03-24,4,223,216.285714285714
2021-03-25,4,305,228.285714285714
2021-03-26,4,283,225.285714285714
2021-03-27,4,308,229.714285714286
2021-03-28,4,0,220.142857142857
2021-03-29,4,0,215.714285714286
2021-03-30,4,292,201.571428571429
2021-03-31,4,214,200.285714285714
2021-04-01,4,377,210.571428571429
2021-04-02,4,162,193.285714285714
2021-04-03,4,47,156
2021-04-04,4,17,158.428571428571
2021-04-05,4,97,172.285714285714
2021-04-06,4,304,174
2021-04-07,4,388,198.857142857143
2021-04-08,4,307,188.857142857143
2021-04-09,4,218,196.857142857143
2021-04-10,4,235,223.714285714286
2021-04-11,4,60,229.857142857143
2021-04-12,4,107,231.285714285714
2021-04-13,4,420,247.857142857143
2021-04-14,4,244,227.285714285714
2021-04-15,4,269,221.857142857143
2021-04-16,4,0,190.714285714286
2021-04-17,4,606,243.714285714286
2021-04-18,4,165,258.714285714286
2021-04-19,4,66,252.857142857143
2021-04-20,4,0,192.857142857143
2021-04-21,4,0,158
2021-04-22,4,659,213.714285714286
